t_us,dt_us,ax,ay,az,gx,gy,gz,mx,my,mz,ppg,condition
17881726,10017,-0.143921,-0.975464,0.264648,2.258301,-0.854492,3.417969,66.833496,35.693359,7.397461,486,static
17897459,15733,-0.146606,-0.977417,0.268799,1.892090,-0.854492,3.417969,67.333984,35.778809,8.227539,489,static
17913395,15936,-0.145386,-0.975220,0.264771,2.502441,-0.671387,3.906250,0.000000,0.000000,0.000000,490,static
17928408,15013,-0.145142,-0.975952,0.263672,2.258301,-0.732422,4.028320,0.000000,0.000000,0.000000,495,static
17942649,14241,-0.145508,-0.977173,0.264526,2.197266,-0.793457,3.967285,66.809082,36.303711,9.997559,507,static
17958662,16013,-0.143921,-0.976196,0.263184,2.502441,-0.732422,3.967285,0.000000,0.000000,0.000000,506,static
17972894,14232,-0.143555,-0.976074,0.264893,2.563477,-0.671387,3.906250,0.000000,0.000000,0.000000,512,static
17987550,14656,-0.143677,-0.975830,0.263916,2.258301,-0.793457,3.845215,0.000000,0.000000,0.000000,510,static
18002231,14681,-0.142822,-0.973755,0.262085,2.075195,-0.671387,3.906250,67.333984,35.876465,8.898926,512,static
18017952,15721,-0.144043,-0.976196,0.264893,2.075195,-0.549316,4.089355,0.000000,0.000000,0.000000,512,static
18031641,13689,-0.144287,-0.975952,0.264282,2.197266,-0.610352,4.150391,0.000000,0.000000,0.000000,510,static
18046244,14603,-0.143311,-0.977173,0.265137,2.258301,-0.549316,4.150391,67.211914,36.010742,8.666992,504,static
18061805,15561,-0.142822,-0.976196,0.265137,2.258301,-0.549316,4.272461,0.000000,0.000000,0.000000,499,static
18076300,14495,-0.142090,-0.976074,0.263062,2.258301,-0.488281,4.089355,0.000000,0.000000,0.000000,498,static
18091227,14927,-0.142212,-0.976196,0.262695,2.075195,-0.671387,3.906250,66.906738,36.059570,8.129883,489,static
18106624,15397,-0.142578,-0.976196,0.263672,1.647949,-0.366211,4.089355,0.000000,0.000000,0.000000,489,static
18121078,14454,-0.142090,-0.976929,0.264526,1.403809,-0.488281,3.906250,0.000000,0.000000,0.000000,492,static
18135711,14633,-0.141724,-0.977783,0.266602,1.586914,-0.610352,3.723145,0.000000,0.000000,0.000000,490,static
18150301,14590,-0.141846,-0.976929,0.266724,2.258301,-0.610352,3.784180,66.735840,36.474609,8.386230,490,static
18165603,15302,-0.141602,-0.976318,0.266113,2.380371,-0.549316,3.845215,0.000000,0.000000,0.000000,485,static
18180083,14480,-0.143066,-0.976929,0.266235,2.380371,-0.488281,3.784180,0.000000,0.000000,0.000000,489,static
18194384,14301,-0.143799,-0.975342,0.264648,2.685547,-0.732422,3.784180,66.955566,35.449219,7.678223,487,static
18210147,15763,-0.142578,-0.975098,0.262085,2.258301,-0.549316,3.845215,0.000000,0.000000,0.000000,480,static
18224648,14501,-0.141724,-0.975708,0.263672,1.831055,-0.671387,3.845215,0.000000,0.000000,0.000000,487,static
18239398,14750,-0.140991,-0.976562,0.263672,1.770020,-0.610352,3.662109,67.150879,35.803223,9.606934,488,static
18254832,15434,-0.141968,-0.975220,0.263916,1.708984,-0.610352,3.601074,0.000000,0.000000,0.000000,479,static
18269357,14525,-0.142578,-0.976196,0.265869,1.770020,-0.793457,3.417969,0.000000,0.000000,0.000000,487,static
18283694,14337,-0.143188,-0.976440,0.266479,2.136230,-0.610352,3.540039,0.000000,0.000000,0.000000,496,static
18298219,14525,-0.143921,-0.976807,0.266968,2.197266,-0.671387,3.479004,66.967773,35.815430,8.898926,510,static
18313613,15394,-0.143311,-0.975708,0.264648,2.441406,-0.610352,3.784180,0.000000,0.000000,0.000000,524,static
18327852,14239,-0.143066,-0.975464,0.263184,2.075195,-0.732422,3.906250,0.000000,0.000000,0.000000,545,static
18342056,14204,-0.142822,-0.976685,0.264282,1.892090,-0.427246,3.845215,67.126465,35.607910,9.399414,557,static
18357514,15458,-0.141479,-0.976807,0.265869,2.075195,-0.488281,3.784180,0.000000,0.000000,0.000000,588,static
18372379,14865,-0.143433,-0.976685,0.265381,1.953125,-0.549316,3.601074,0.000000,0.000000,0.000000,605,static
18386975,14596,-0.144897,-0.977173,0.268188,2.380371,-0.549316,3.540039,0.000000,0.000000,0.000000,612,static
