t_us,dt_us,ax,ay,az,gx,gy,gz,mx,my,mz,ppg,condition
17879029,10006,-0.163818,-0.951050,0.330444,1.770020,-0.671387,2.868652,16.540527,12.585449,42.980957,544,static
17894904,15875,-0.164429,-0.953491,0.332397,1.525879,-0.671387,2.746582,16.821289,13.049316,41.955566,530,static
17910015,15111,-0.164917,-0.951904,0.332275,1.892090,-0.671387,3.051758,0.000000,0.000000,0.000000,511,static
17924406,14391,-0.164917,-0.950928,0.332642,1.708984,-0.610352,3.173828,0.000000,0.000000,0.000000,510,static
17938291,13885,-0.165405,-0.950806,0.333252,1.770020,-0.610352,2.929688,16.955566,12.866211,42.736816,502,static
17953487,15196,-0.164795,-0.950806,0.332031,1.953125,-0.549316,2.990723,0.000000,0.000000,0.000000,499,static
17968600,15113,-0.164429,-0.950684,0.332275,1.708984,-0.732422,2.624512,0.000000,0.000000,0.000000,489,static
17983314,14714,-0.166260,-0.951416,0.332886,1.831055,-0.732422,2.624512,0.000000,0.000000,0.000000,498,static
17997824,14510,-0.165405,-0.951050,0.332642,1.892090,-0.671387,2.929688,17.272949,12.963867,42.907715,501,static
18013232,15408,-0.165161,-0.951416,0.333130,1.708984,-0.732422,2.990723,0.000000,0.000000,0.000000,504,static
18027749,14517,-0.164917,-0.951050,0.332764,1.708984,-0.732422,2.990723,0.000000,0.000000,0.000000,497,static
18042263,14514,-0.164429,-0.951660,0.333130,1.464844,-0.549316,2.929688,16.979980,12.805176,43.676758,512,static
18057827,15564,-0.165039,-0.951294,0.333496,1.403809,-0.793457,2.990723,0.000000,0.000000,0.000000,521,static
18072995,15168,-0.165161,-0.951904,0.333252,1.770020,-0.854492,2.868652,0.000000,0.000000,0.000000,509,static
18088064,15069,-0.168701,-0.948242,0.332397,2.197266,-0.976562,2.929688,17.419434,12.792969,42.395020,512,static
18103844,15780,-0.162476,-0.952637,0.334351,2.014160,-1.403809,3.356934,0.000000,0.000000,0.000000,503,static
18118111,14267,-0.164429,-0.952148,0.333862,1.831055,-0.671387,3.112793,0.000000,0.000000,0.000000,500,static
18132107,13996,-0.164185,-0.951172,0.334106,1.953125,-0.610352,3.051758,0.000000,0.000000,0.000000,499,static
18146807,14700,-0.165161,-0.950684,0.334106,2.258301,-0.610352,2.868652,17.553711,13.146973,42.504883,495,static
18162547,15740,-0.165161,-0.951660,0.333740,2.258301,-0.549316,2.868652,0.000000,0.000000,0.000000,492,static
18176990,14443,-0.164917,-0.950806,0.332642,2.502441,-0.366211,2.929688,0.000000,0.000000,0.000000,488,static
18191429,14439,-0.163696,-0.950806,0.332886,2.563477,-0.549316,3.051758,17.651367,13.061523,42.602539,485,static
18207099,15670,-0.164551,-0.950562,0.332031,2.319336,-0.488281,3.234863,0.000000,0.000000,0.000000,482,static
18221901,14802,-0.162598,-0.951050,0.333374,2.075195,-0.427246,3.051758,0.000000,0.000000,0.000000,479,static
18236083,14182,-0.163574,-0.951416,0.331787,2.014160,-0.671387,2.868652,17.456055,12.768555,42.492676,477,static
18251628,15545,-0.164062,-0.951050,0.334473,2.014160,-0.671387,2.868652,0.000000,0.000000,0.000000,483,static
