t_us,dt_us,ax,ay,az,gx,gy,gz,mx,my,mz,ppg,condition
21934646,10017,-0.101685,-1.003540,-0.158081,1.953125,-0.793457,4.333496,132.678223,107.641602,378.198242,487,static
21950685,16039,-0.100464,-1.005615,-0.154785,1.831055,-0.732422,4.455566,132.104492,107.885742,378.442383,478,static
21965804,15119,-0.099609,-1.005615,-0.154541,1.892090,-0.610352,4.211426,0.000000,0.000000,0.000000,479,static
21980917,15113,-0.099487,-1.007202,-0.155884,2.258301,-0.549316,4.333496,0.000000,0.000000,0.000000,477,static
21995758,14841,-0.099854,-1.004761,-0.157837,2.502441,-0.671387,4.272461,0.000000,0.000000,0.000000,473,static
22010171,14413,-0.100220,-1.005249,-0.157349,2.014160,-0.610352,3.906250,132.592773,107.751465,378.503418,481,static
22026329,16158,-0.100586,-1.005737,-0.158447,1.953125,-0.732422,3.784180,0.000000,0.000000,0.000000,496,static
22041158,14829,-0.100464,-1.006836,-0.156128,1.831055,-0.732422,3.845215,0.000000,0.000000,0.000000,515,static
22056179,15021,-0.101563,-1.005981,-0.157104,2.075195,-0.793457,3.845215,132.604980,107.885742,379.333496,544,static
22072117,15938,-0.101685,-1.007690,-0.156372,1.953125,-0.610352,4.089355,0.000000,0.000000,0.000000,577,static
22086908,14791,-0.101440,-1.006226,-0.157104,2.136230,-0.610352,4.516602,0.000000,0.000000,0.000000,606,static
22101573,14665,-0.101196,-1.005859,-0.156616,2.075195,-0.488281,4.638672,132.067871,107.812500,378.552246,626,static
22117322,15749,-0.100098,-1.005615,-0.158081,2.136230,-0.671387,4.760742,0.000000,0.000000,0.000000,644,static
22132042,14720,-0.099243,-1.005249,-0.157227,1.831055,-0.610352,4.394531,0.000000,0.000000,0.000000,642,static
22146823,14781,-0.099609,-1.006226,-0.157593,2.136230,-0.671387,4.272461,0.000000,0.000000,0.000000,635,static
22161551,14728,-0.100830,-1.005981,-0.157715,2.136230,-0.732422,4.211426,132.604980,107.946777,378.918457,622,static
22177070,15519,-0.099976,-1.005859,-0.156494,2.136230,-0.732422,4.150391,0.000000,0.000000,0.000000,599,static
22191629,14559,-0.099976,-1.005249,-0.156860,2.136230,-0.549316,4.211426,0.000000,0.000000,0.000000,576,static
22206439,14810,-0.100708,-1.006348,-0.156738,2.136230,-0.549316,4.394531,132.238770,107.568359,378.051758,552,static
22222262,15823,-0.099609,-1.005493,-0.156128,2.014160,-0.488281,4.455566,0.000000,0.000000,0.000000,528,static
22236551,14289,-0.100220,-1.006348,-0.155151,2.197266,-0.671387,4.333496,0.000000,0.000000,0.000000,508,static
22250672,14121,-0.098999,-1.005005,-0.156006,2.441406,-0.671387,4.211426,132.714844,108.349609,378.845215,495,static
22267265,16593,-0.099976,-1.005615,-0.159058,2.563477,-0.427246,4.089355,0.000000,0.000000,0.000000,480,static
22281490,14225,-0.099731,-1.004150,-0.158447,2.319336,-0.671387,4.211426,0.000000,0.000000,0.000000,479,static
22295715,14225,-0.100464,-1.006226,-0.157715,1.953125,-0.610352,4.272461,132.153320,107.983398,379.309082,476,static
22311662,15947,-0.100464,-1.005493,-0.157227,1.708984,-0.610352,4.211426,0.000000,0.000000,0.000000,479,static
22326943,15281,-0.098999,-1.005981,-0.156128,1.770020,-0.915527,4.089355,0.000000,0.000000,0.000000,484,static
22342262,15319,-0.098145,-1.005981,-0.156006,2.136230,-0.793457,3.784180,0.000000,0.000000,0.000000,492,static
22357925,15663,-0.100098,-1.004761,-0.156372,2.258301,-0.793457,3.723145,132.019043,108.081055,379.284668,502,static
22374229,16304,-0.100830,-1.006226,-0.157471,2.746582,-0.732422,3.479004,0.000000,0.000000,0.000000,511,static
22389966,15737,-0.101807,-1.007690,-0.157593,2.197266,-0.549316,3.601074,0.000000,0.000000,0.000000,508,static
22405478,15512,-0.101685,-1.005005,-0.158691,2.136230,-0.854492,4.028320,132.702637,107.885742,378.479004,515,static
22422550,17072,-0.102417,-1.006592,-0.157715,1.647949,-0.671387,4.577637,0.000000,0.000000,0.000000,514,static
22438354,15804,-0.100586,-1.006348,-0.156006,0.976562,-0.732422,4.821777,0.000000,0.000000,0.000000,511,static
22453806,15452,-0.099121,-1.005981,-0.157593,2.136230,-0.793457,5.065918,132.104492,107.702637,378.955078,506,static
22469862,16056,-0.098267,-1.006470,-0.153931,1.647949,-0.549316,4.943848,0.000000,0.000000,0.000000,500,static
22487471,17609,-0.098511,-1.006348,-0.155640,2.441406,-0.610352,4.638672,0.000000,0.000000,0.000000,495,static
22502314,14843,-0.099487,-1.004883,-0.157959,2.380371,-0.610352,4.394531,132.458496,108.276367,379.272461,486,static
22521073,18759,-0.099731,-1.005859,-0.158569,2.197266,-0.732422,4.516602,0.000000,0.000000,0.000000,483,static
22536946,15873,-0.098022,-1.006226,-0.156982,1.647949,-0.549316,4.455566,0.000000,0.000000,0.000000,479,static
22552425,15479,-0.097412,-1.005127,-0.155762,1.464844,-0.305176,4.211426,132.336426,107.495117,378.393555,484,static
22569371,16946,-0.098633,-1.007446,-0.155029,1.770020,-0.549316,3.723145,0.000000,0.000000,0.000000,479,static
22584797,15426,-0.099121,-1.005249,-0.157593,2.319336,-0.732422,3.906250,0.000000,0.000000,0.000000,478,static
22600181,15384,-0.099365,-1.005981,-0.156494,2.075195,-0.732422,3.967285,131.945801,108.203125,379.895020,476,static
22616680,16499,-0.098511,-1.006226,-0.157349,2.319336,-0.732422,3.967285,0.000000,0.000000,0.000000,483,static
22631996,15316,-0.099854,-1.006592,-0.156250,1.953125,-0.244141,4.089355,0.000000,0.000000,0.000000,487,static
22647551,15555,-0.099487,-1.006836,-0.156982,1.831055,-0.671387,4.333496,131.860352,108.251953,378.906250,498,static
22664253,16702,-0.098999,-1.007202,-0.157837,1.770020,-0.488281,4.455566,0.000000,0.000000,0.000000,523,static
22679583,15330,-0.098633,-1.004761,-0.156616,1.586914,-0.366211,4.455566,0.000000,0.000000,0.000000,553,static
22695035,15452,-0.097046,-1.006958,-0.153076,1.770020,-0.671387,4.150391,132.458496,108.374023,379.052734,586,static
22711439,16404,-0.098022,-1.008667,-0.153564,2.014160,-0.610352,3.662109,0.000000,0.000000,0.000000,627,static
22726755,15316,-0.098755,-1.007446,-0.154419,2.258301,-0.488281,3.784180,0.000000,0.000000,0.000000,655,static
22742264,15509,-0.099976,-1.005493,-0.156860,2.807617,-0.793457,3.906250,132.507324,108.544922,380.261230,677,static
22760368,18104,-0.101074,-1.005859,-0.157104,2.319336,-0.488281,4.272461,0.000000,0.000000,0.000000,673,static
22775255,14887,-0.098999,-1.005859,-0.157959,2.136230,-0.488281,4.394531,0.000000,0.000000,0.000000,650,static
22792161,16906,-0.098145,-1.005005,-0.157715,1.892090,-0.793457,4.394531,131.933594,108.154297,379.223633,621,static
22808838,16677,-0.097168,-1.005249,-0.155273,1.159668,-0.549316,4.150391,0.000000,0.000000,0.000000,598,static
22823139,14301,-0.096680,-1.006470,-0.153809,1.831055,-1.098633,3.906250,0.000000,0.000000,0.000000,568,static
22837088,13949,-0.098511,-1.007446,-0.153687,2.197266,-0.732422,3.601074,0.000000,0.000000,0.000000,549,static
22853371,16283,-0.098267,-1.007568,-0.154053,2.380371,-0.732422,3.723145,132.409668,108.129883,379.064941,532,static
22869103,15732,-0.099609,-1.004639,-0.156982,2.380371,-0.671387,3.662109,0.000000,0.000000,0.000000,514,static
22884235,15132,-0.099609,-1.005249,-0.156494,2.197266,-0.366211,3.601074,0.000000,0.000000,0.000000,495,static
22899227,14992,-0.100586,-1.006348,-0.156982,2.197266,-0.671387,4.150391,131.884766,107.336426,378.259277,479,static
22915067,15840,-0.099487,-1.005981,-0.155640,1.037598,-0.549316,4.516602,0.000000,0.000000,0.000000,458,static
22929987,14920,-0.100098,-1.006104,-0.155396,1.464844,-0.610352,4.394531,0.000000,0.000000,0.000000,465,static
22945589,15602,-0.098877,-1.005371,-0.155396,1.525879,-0.488281,4.272461,132.080078,107.482910,378.820801,471,static
22961966,16377,-0.098389,-1.007202,-0.153442,1.647949,-0.732422,4.089355,0.000000,0.000000,0.000000,476,static
22979442,17476,-0.099243,-1.005981,-0.154541,2.014160,-0.671387,3.906250,0.000000,0.000000,0.000000,482,static
22995214,15772,-0.098999,-1.006714,-0.153931,2.197266,-0.610352,3.845215,132.080078,107.812500,378.857422,487,static
23011773,16559,-0.100220,-1.005249,-0.155640,2.136230,-0.671387,3.845215,0.000000,0.000000,0.000000,500,static
23027289,15516,-0.099609,-1.006592,-0.154297,1.831055,-0.610352,3.845215,0.000000,0.000000,0.000000,497,static
23043038,15749,-0.098999,-1.005859,-0.154541,1.892090,-0.671387,4.028320,131.628418,107.812500,379.150391,504,static
23059534,16496,-0.099731,-1.006226,-0.153809,1.892090,-0.671387,4.089355,0.000000,0.000000,0.000000,503,static
23075154,15620,-0.098755,-1.005981,-0.155396,2.197266,-0.671387,4.150391,0.000000,0.000000,0.000000,494,static
23092225,17071,-0.098511,-1.006470,-0.154541,2.075195,-0.610352,4.150391,132.336426,107.592773,379.956055,495,static
23107919,15694,-0.098999,-1.006470,-0.153198,1.831055,-0.610352,4.150391,0.000000,0.000000,0.000000,485,static
23122660,14741,-0.099609,-1.005737,-0.156128,1.953125,-0.549316,4.150391,0.000000,0.000000,0.000000,487,static
23137121,14461,-0.099121,-1.005737,-0.154175,1.892090,-0.488281,4.089355,132.238770,107.958984,379.589844,478,static
23152601,15480,-0.099243,-1.006958,-0.154907,1.770020,-0.549316,4.089355,0.000000,0.000000,0.000000,477,static
23167144,14543,-0.098389,-1.006348,-0.155273,1.953125,-0.793457,4.089355,0.000000,0.000000,0.000000,473,static
23182362,15218,-0.097900,-1.006958,-0.153076,2.014160,-0.671387,3.906250,0.000000,0.000000,0.000000,468,static
23196386,14024,-0.099365,-1.004639,-0.154785,2.258301,-0.549316,4.028320,132.629395,107.922363,379.406738,468,static
23212728,16342,-0.099731,-1.008057,-0.155151,2.075195,-0.488281,4.150391,0.000000,0.000000,0.000000,467,static
23227762,15034,-0.098511,-1.007935,-0.153320,2.258301,-0.549316,4.211426,0.000000,0.000000,0.000000,466,static
23242919,15157,-0.098389,-1.007446,-0.154053,2.319336,-0.610352,4.333496,132.507324,108.044434,379.907227,468,static
23258310,15391,-0.098022,-1.005127,-0.154541,2.502441,-0.549316,4.211426,0.000000,0.000000,0.000000,464,static
23272724,14414,-0.098267,-1.005127,-0.153442,2.441406,-0.854492,3.967285,0.000000,0.000000,0.000000,482,static
23286824,14100,-0.100098,-1.005615,-0.155518,2.380371,-0.671387,3.967285,133.215332,107.177734,378.515625,513,static
23302263,15439,-0.100952,-1.006470,-0.155762,2.319336,-0.732422,3.967285,0.000000,0.000000,0.000000,548,static
23316888,14625,-0.100220,-1.005493,-0.155518,2.075195,-0.610352,4.089355,0.000000,0.000000,0.000000,582,static
23331161,14273,-0.098877,-1.005981,-0.152466,1.647949,-0.671387,4.455566,0.000000,0.000000,0.000000,625,static
23345050,13889,-0.099365,-1.007324,-0.153564,2.075195,-0.488281,4.272461,132.897949,107.995605,379.589844,658,static
23360407,15357,-0.097290,-1.006958,-0.154541,2.197266,-0.549316,4.211426,0.000000,0.000000,0.000000,683,static
23374823,14416,-0.097778,-1.006470,-0.154053,2.380371,-0.488281,3.662109,0.000000,0.000000,0.000000,691,static
23389318,14495,-0.099121,-1.005737,-0.154785,2.258301,-0.427246,3.356934,132.275391,108.471680,379.602051,685,static
23404807,15489,-0.099976,-1.005737,-0.156616,2.746582,-0.610352,3.051758,0.000000,0.000000,0.000000,666,static
23419625,14818,-0.101074,-1.007202,-0.157104,2.319336,-0.610352,3.540039,0.000000,0.000000,0.000000,632,static
23433912,14287,-0.102173,-1.005493,-0.156372,1.892090,-0.732422,3.662109,132.556152,107.873535,378.186035,613,static
23449051,15139,-0.101196,-1.006836,-0.153687,1.281738,-0.549316,4.272461,0.000000,0.000000,0.000000,581,static
23463656,14605,-0.099487,-1.006714,-0.151367,1.525879,-0.549316,4.516602,0.000000,0.000000,0.000000,557,static
23478176,14520,-0.098877,-1.007324,-0.152222,1.770020,-0.854492,4.455566,0.000000,0.000000,0.000000,534,static
23492319,14143,-0.099731,-1.007935,-0.152100,1.953125,-0.366211,4.211426,131.945801,108.081055,378.393555,515,static
23507735,15416,-0.099365,-1.005859,-0.155396,2.746582,-0.610352,4.150391,0.000000,0.000000,0.000000,498,static
23522200,14465,-0.098999,-1.005371,-0.156006,2.319336,-0.610352,3.906250,0.000000,0.000000,0.000000,486,static
23536921,14721,-0.100220,-1.005859,-0.154297,2.197266,-0.732422,3.723145,132.080078,107.727051,377.404785,477,static
23552192,15271,-0.098511,-1.007080,-0.153809,2.075195,-0.854492,3.662109,0.000000,0.000000,0.000000,465,static
23566231,14039,-0.099609,-1.006470,-0.150879,2.197266,-0.915527,3.417969,0.000000,0.000000,0.000000,471,static
23580513,14282,-0.100830,-1.009155,-0.150391,2.441406,-0.732422,3.479004,0.000000,0.000000,0.000000,479,static
23594914,14401,-0.101440,-1.004883,-0.156006,3.417969,-0.732422,3.417969,131.774902,107.409668,379.357910,469,static
23610087,15173,-0.101685,-1.006470,-0.156128,2.319336,-0.366211,3.540039,0.000000,0.000000,0.000000,481,static
23624470,14383,-0.102417,-1.004639,-0.157227,2.014160,-0.671387,3.784180,0.000000,0.000000,0.000000,479,static
23638443,13973,-0.101685,-1.006226,-0.154541,1.464844,-0.671387,3.845215,132.763672,107.373047,378.649902,485,static
23653843,15400,-0.101318,-1.005981,-0.152710,1.342773,-0.549316,4.150391,0.000000,0.000000,0.000000,492,static
23668587,14744,-0.101196,-1.007080,-0.152100,1.647949,-0.610352,4.089355,0.000000,0.000000,0.000000,494,static
23682963,14376,-0.100830,-1.006226,-0.153320,2.258301,-0.671387,4.150391,132.592773,107.202148,378.063965,490,static
23698544,15581,-0.101563,-1.007813,-0.153809,2.258301,-0.488281,4.089355,0.000000,0.000000,0.000000,487,static
23713396,14852,-0.101074,-1.006470,-0.152710,2.319336,-0.366211,4.333496,0.000000,0.000000,0.000000,478,static
23727640,14244,-0.101563,-1.007446,-0.153931,2.136230,-0.366211,4.455566,0.000000,0.000000,0.000000,474,static
23741760,14120,-0.101074,-1.005493,-0.154663,2.136230,-0.366211,4.272461,132.763672,107.275391,378.381348,464,static
23757331,15571,-0.099243,-1.004517,-0.155640,1.770020,-0.427246,4.394531,0.000000,0.000000,0.000000,468,static
23772716,15385,-0.100464,-1.006958,-0.153442,1.464844,-0.671387,4.211426,0.000000,0.000000,0.000000,463,static
23787543,14827,-0.100342,-1.006714,-0.152832,1.403809,-0.488281,4.760742,132.641602,107.458496,378.015137,454,static
23804089,16546,-0.100464,-1.008423,-0.152344,1.831055,-0.976562,4.760742,0.000000,0.000000,0.000000,457,static
23818329,14240,-0.100342,-1.008057,-0.151733,1.525879,-0.549316,5.126953,0.000000,0.000000,0.000000,464,static
23832815,14486,-0.101318,-1.005615,-0.152222,1.770020,-0.671387,4.943848,132.995605,107.751465,379.455566,484,static
23848332,15517,-0.099731,-1.004883,-0.154053,2.075195,-0.732422,4.943848,0.000000,0.000000,0.000000,464,static
23862848,14516,-0.098999,-1.005493,-0.152466,1.647949,-0.427246,4.516602,0.000000,0.000000,0.000000,460,static
23877506,14658,-0.098755,-1.006836,-0.152100,1.708984,-0.549316,4.272461,0.000000,0.000000,0.000000,456,static
23892095,14589,-0.098022,-1.009399,-0.149414,1.586914,-0.244141,4.150391,132.202148,108.117676,378.259277,461,static
23908052,15957,-0.098145,-1.005493,-0.153198,2.197266,-0.610352,4.089355,0.000000,0.000000,0.000000,463,static
23922345,14293,-0.101196,-1.005127,-0.154541,2.197266,-0.671387,4.089355,0.000000,0.000000,0.000000,476,static
23936847,14502,-0.101929,-1.007690,-0.154175,1.403809,-0.671387,4.455566,132.543945,107.739258,378.955078,494,static
23952194,15347,-0.100220,-1.006836,-0.153198,1.403809,-0.976562,4.943848,0.000000,0.000000,0.000000,526,static
23967024,14830,-0.097046,-1.007202,-0.151123,1.220703,-1.159668,4.943848,0.000000,0.000000,0.000000,562,static
23982442,15418,-0.096436,-1.007935,-0.150513,1.586914,-0.915527,5.004883,131.701660,107.702637,378.796387,604,static
23998519,16077,-0.099121,-1.004883,-0.152832,2.075195,-0.976562,4.760742,0.000000,0.000000,0.000000,648,static
24012692,14173,-0.100098,-1.006226,-0.152588,1.525879,-0.915527,4.455566,0.000000,0.000000,0.000000,679,static
24027830,15138,-0.100220,-1.004761,-0.153809,1.464844,-1.037598,4.638672,131.677246,107.568359,377.893066,689,static
24043060,15230,-0.098755,-1.006592,-0.151733,0.793457,-1.159668,4.760742,0.000000,0.000000,0.000000,685,static
24057768,14708,-0.095581,-1.006714,-0.148926,0.488281,-0.976562,4.638672,0.000000,0.000000,0.000000,674,static
24072407,14639,-0.096436,-1.010742,-0.144653,0.976562,-0.915527,4.577637,0.000000,0.000000,0.000000,646,static
24087275,14868,-0.097046,-1.008301,-0.145386,1.525879,-0.671387,4.638672,131.591797,107.702637,377.990723,616,static
24102962,15687,-0.097900,-1.005981,-0.151733,2.136230,-0.549316,4.638672,0.000000,0.000000,0.000000,585,static
24117625,14663,-0.099365,-1.007568,-0.151611,1.281738,-0.549316,4.882812,0.000000,0.000000,0.000000,552,static
24132192,14567,-0.095459,-1.007690,-0.149048,0.854492,-0.549316,5.004883,130.798340,107.287598,376.159668,515,static
24147917,15725,-0.093872,-1.008179,-0.147217,0.915527,-0.732422,4.821777,0.000000,0.000000,0.000000,496,static
24163166,15249,-0.093628,-1.008057,-0.146362,1.281738,-0.610352,4.699707,0.000000,0.000000,0.000000,478,static
24177327,14161,-0.095215,-1.005859,-0.146973,2.136230,-0.671387,4.150391,130.895996,107.287598,377.392578,469,static
24192436,15109,-0.097168,-1.007568,-0.149292,2.319336,-0.549316,3.479004,0.000000,0.000000,0.000000,464,static
24206989,14553,-0.097656,-1.006348,-0.151611,1.953125,-0.915527,3.662109,0.000000,0.000000,0.000000,465,static
24221366,14377,-0.096680,-1.008545,-0.149780,1.525879,-0.915527,3.662109,0.000000,0.000000,0.000000,466,static
24235483,14117,-0.095337,-1.006104,-0.150024,0.793457,-0.976562,3.906250,131.152344,107.141113,377.502441,470,static
24251149,15666,-0.094482,-1.009888,-0.144409,0.732422,-0.976562,3.845215,0.000000,0.000000,0.000000,480,static
24265666,14517,-0.094238,-1.009033,-0.143799,1.770020,-0.671387,3.356934,0.000000,0.000000,0.000000,484,static
24279995,14329,-0.096191,-1.008667,-0.146362,2.197266,-0.549316,3.234863,130.383301,106.848145,376.757812,492,static
24295758,15763,-0.097900,-1.006958,-0.147827,2.563477,-0.610352,3.112793,0.000000,0.000000,0.000000,498,static
24310613,14855,-0.098999,-1.008789,-0.150024,2.563477,-0.488281,3.417969,0.000000,0.000000,0.000000,495,static
24325942,15329,-0.097168,-1.007690,-0.148193,1.708984,-0.427246,3.967285,130.932617,106.787109,377.368164,495,static
24341963,16021,-0.096802,-1.007935,-0.147095,1.770020,-0.610352,3.906250,0.000000,0.000000,0.000000,496,static
24356706,14743,-0.097534,-1.006226,-0.147339,1.831055,-0.793457,3.906250,0.000000,0.000000,0.000000,487,static
24371933,15227,-0.097412,-1.008179,-0.147095,1.892090,-0.732422,3.723145,0.000000,0.000000,0.000000,483,static
24387141,15208,-0.098389,-1.007813,-0.148315,2.197266,-0.549316,3.601074,130.932617,106.469727,377.258301,471,static
24402614,15473,-0.098145,-1.009155,-0.147949,1.953125,-0.671387,3.845215,0.000000,0.000000,0.000000,466,static
24417893,15279,-0.097900,-1.007935,-0.147461,1.892090,-0.610352,4.150391,0.000000,0.000000,0.000000,456,static
24433056,15163,-0.097290,-1.007690,-0.147217,2.197266,-0.671387,4.272461,130.969238,106.213379,375.854492,455,static
24448973,15917,-0.095581,-1.007324,-0.146851,2.014160,-0.488281,4.089355,0.000000,0.000000,0.000000,451,static
24463204,14231,-0.096191,-1.008057,-0.146729,2.258301,-0.488281,3.723145,0.000000,0.000000,0.000000,454,static
24477894,14690,-0.097290,-1.007690,-0.148071,2.502441,-0.427246,3.417969,131.347656,106.286621,376.843262,452,static
24493642,15748,-0.098389,-1.007324,-0.146362,2.685547,-0.732422,3.601074,0.000000,0.000000,0.000000,451,static
24508440,14798,-0.100708,-1.006836,-0.149292,2.502441,-0.671387,3.845215,0.000000,0.000000,0.000000,450,static
24522966,14526,-0.098877,-1.008057,-0.147827,1.831055,-0.671387,4.150391,131.213379,106.823730,375.756836,456,static
24538826,15860,-0.097168,-1.006592,-0.147827,1.831055,-0.549316,4.455566,0.000000,0.000000,0.000000,454,static
24553324,14498,-0.096191,-1.005981,-0.146973,1.892090,-0.732422,3.967285,0.000000,0.000000,0.000000,452,static
24567659,14335,-0.096802,-1.007690,-0.145508,2.075195,-0.549316,3.906250,0.000000,0.000000,0.000000,456,static
24582684,15025,-0.098389,-1.007813,-0.147827,2.502441,-0.732422,3.601074,130.688477,106.103516,377.429199,465,static
24598476,15792,-0.099854,-1.008423,-0.147095,2.197266,-0.549316,3.906250,0.000000,0.000000,0.000000,464,static
24613476,15000,-0.098633,-1.007690,-0.148437,2.258301,-0.549316,4.272461,0.000000,0.000000,0.000000,470,static
24627682,14206,-0.098511,-1.007080,-0.148315,2.319336,-0.549316,4.638672,131.103516,106.433105,376.989746,466,static
24643046,15364,-0.097778,-1.007080,-0.146851,2.197266,-0.549316,4.455566,0.000000,0.000000,0.000000,485,static
24657898,14852,-0.096191,-1.008057,-0.146362,2.441406,-0.610352,4.394531,0.000000,0.000000,0.000000,503,static
24672372,14474,-0.096924,-1.008057,-0.147705,2.746582,-0.610352,3.967285,131.665039,106.530762,377.392578,532,static
24687863,15491,-0.097534,-1.007690,-0.148437,2.807617,-0.610352,4.089355,0.000000,0.000000,0.000000,574,static
24702720,14857,-0.098755,-1.006348,-0.149780,2.502441,-0.549316,4.211426,0.000000,0.000000,0.000000,617,static
24716492,13772,-0.098877,-1.007080,-0.148682,2.258301,-0.488281,4.333496,0.000000,0.000000,0.000000,647,static
24730951,14459,-0.097290,-1.007568,-0.148315,2.685547,-0.610352,4.333496,131.884766,106.555176,377.819824,675,static
24746505,15554,-0.096558,-1.006592,-0.148682,2.563477,-0.488281,3.967285,0.000000,0.000000,0.000000,685,static
24760666,14161,-0.096558,-1.006592,-0.147705,2.746582,-0.610352,3.601074,0.000000,0.000000,0.000000,683,static
24775023,14357,-0.096313,-1.004150,-0.148437,3.051758,-0.305176,3.051758,132.336426,106.542969,379.064941,674,static
24790170,15147,-0.096191,-1.008301,-0.145508,3.662109,-0.427246,2.441406,0.000000,0.000000,0.000000,650,static
24805065,14895,-0.100220,-1.007202,-0.148926,3.967285,-0.183105,2.258301,0.000000,0.000000,0.000000,615,static
24820594,15529,-0.101196,-1.006470,-0.150513,3.906250,-0.305176,2.624512,132.165527,106.884766,380.139160,577,static
24836923,16329,-0.101929,-1.005615,-0.152710,3.356934,-0.244141,3.356934,0.000000,0.000000,0.000000,538,static
24851432,14509,-0.099854,-1.007813,-0.150879,2.746582,-0.427246,3.906250,0.000000,0.000000,0.000000,508,static
24866057,14625,-0.100464,-1.006104,-0.151123,2.868652,-0.549316,3.784180,0.000000,0.000000,0.000000,473,static
24880811,14754,-0.100464,-1.005981,-0.151123,2.868652,-0.610352,3.784180,132.543945,105.798340,380.175781,450,static
24896610,15799,-0.102295,-1.006958,-0.150879,2.868652,-0.427246,4.211426,0.000000,0.000000,0.000000,439,static
24911297,14687,-0.102417,-1.004761,-0.153076,2.868652,-0.427246,4.455566,0.000000,0.000000,0.000000,425,static
