t_us,dt_us,ax,ay,az,gx,gy,gz,mx,my,mz,ppg,condition
25243521,10011,-0.422485,-0.853271,-0.382813,2.075195,-0.610352,4.821777,130.517578,-30.297852,74.609375,478,static
25260754,17233,-0.422607,-0.851440,-0.382935,2.136230,-0.610352,5.004883,130.529785,-30.590820,73.889160,515,static
25277261,16507,-0.422119,-0.850708,-0.381958,2.258301,-0.610352,4.882812,0.000000,0.000000,0.000000,557,static
25292442,15181,-0.420898,-0.851562,-0.381226,2.197266,-0.732422,4.821777,0.000000,0.000000,0.000000,599,static
25307208,14766,-0.421631,-0.852173,-0.382080,2.197266,-0.488281,5.004883,130.151367,-30.749512,73.315430,633,static
25323135,15927,-0.421753,-0.850830,-0.384155,1.953125,-0.549316,4.821777,0.000000,0.000000,0.000000,667,static
25337443,14308,-0.421265,-0.851318,-0.383423,1.892090,-0.427246,5.187988,0.000000,0.000000,0.000000,679,static
25353012,15569,-0.421265,-0.850342,-0.382690,1.831055,-0.366211,5.065918,0.000000,0.000000,0.000000,688,static
25367537,14525,-0.420410,-0.850708,-0.382080,1.770020,-0.610352,5.065918,130.151367,-30.285645,73.999023,683,static
25383734,16197,-0.421143,-0.851562,-0.382202,1.586914,-0.427246,5.004883,0.000000,0.000000,0.000000,662,static
25398751,15017,-0.422241,-0.850708,-0.382813,1.525879,-0.427246,4.882812,0.000000,0.000000,0.000000,634,static
25413192,14441,-0.423706,-0.851196,-0.382080,1.708984,-0.488281,5.126953,130.212402,-30.285645,75.097656,599,static
25429712,16520,-0.423096,-0.851318,-0.382935,2.014160,-0.549316,4.882812,0.000000,0.000000,0.000000,573,static
25444694,14982,-0.422729,-0.851807,-0.381714,2.136230,-0.610352,4.943848,0.000000,0.000000,0.000000,546,static
25459833,15139,-0.421997,-0.851074,-0.382080,2.014160,-0.671387,4.943848,129.675293,-30.175781,73.706055,521,static
25475978,16145,-0.421631,-0.851196,-0.382202,1.892090,-0.793457,4.943848,0.000000,0.000000,0.000000,504,static
25491048,15070,-0.420532,-0.852295,-0.380615,1.892090,-0.610352,4.699707,0.000000,0.000000,0.000000,483,static
25505680,14632,-0.421753,-0.851196,-0.382568,2.014160,-0.610352,4.821777,129.638672,-30.041504,73.974609,482,static
