t_us,dt_us,ax,ay,az,gx,gy,gz,mx,my,mz,ppg,condition
15604179,10028,-0.298706,-0.868774,0.440186,1.525879,-0.488281,3.967285,18.420410,9.716797,40.270996,523,static
15619870,15691,-0.299072,-0.866455,0.439331,2.075195,-0.671387,3.723145,17.968750,9.338379,40.014648,519,static
15635409,15539,-0.298828,-0.867676,0.437988,2.136230,-0.549316,3.845215,0.000000,0.000000,0.000000,521,static
15649813,14404,-0.298828,-0.867432,0.439697,2.136230,-0.671387,3.723145,0.000000,0.000000,0.000000,516,static
15663701,13888,-0.298828,-0.867554,0.439331,2.380371,-0.732422,3.723145,18.334961,9.301758,39.746094,503,static
15678767,15066,-0.298828,-0.867798,0.437866,2.136230,-0.671387,3.845215,0.000000,0.000000,0.000000,505,static
15693166,14399,-0.300049,-0.867676,0.438354,2.014160,-0.488281,3.906250,0.000000,0.000000,0.000000,491,static
15708859,15693,-0.299316,-0.867920,0.438232,2.075195,-0.610352,3.967285,18.200684,9.301758,38.940430,494,static
15724712,15853,-0.298950,-0.867187,0.438477,1.953125,-0.549316,3.845215,0.000000,0.000000,0.000000,484,static
15740122,15410,-0.299561,-0.867554,0.438965,2.319336,-0.549316,3.601074,0.000000,0.000000,0.000000,481,static
15754999,14877,-0.299805,-0.867432,0.438965,2.197266,-0.610352,3.723145,18.969727,9.631348,40.612793,484,static
15770405,15406,-0.298828,-0.867187,0.437866,2.197266,-0.671387,3.723145,0.000000,0.000000,0.000000,482,static
15784831,14426,-0.299316,-0.867798,0.438599,1.892090,-0.549316,3.723145,0.000000,0.000000,0.000000,480,static
15799334,14503,-0.298584,-0.867065,0.437988,2.075195,-0.610352,3.784180,0.000000,0.000000,0.000000,478,static
15813691,14357,-0.297974,-0.867554,0.438354,2.136230,-0.732422,3.723145,18.676758,9.472656,40.173340,474,static
15828641,14950,-0.299194,-0.867798,0.437500,2.075195,-0.671387,3.906250,0.000000,0.000000,0.000000,478,static
15843027,14386,-0.298950,-0.867554,0.438354,1.892090,-0.671387,3.784180,0.000000,0.000000,0.000000,481,static
15857333,14306,-0.300049,-0.868408,0.438110,2.136230,-0.671387,3.784180,17.858887,9.436035,39.343262,473,static
15872954,15621,-0.298584,-0.867187,0.438721,1.892090,-0.549316,3.723145,0.000000,0.000000,0.000000,485,static
15887781,14827,-0.299561,-0.866943,0.439331,2.197266,-0.793457,3.784180,0.000000,0.000000,0.000000,478,static
15902086,14305,-0.299561,-0.867676,0.438599,2.258301,-0.671387,3.723145,0.000000,0.000000,0.000000,481,static
15916182,14096,-0.300049,-0.867554,0.437866,1.953125,-0.549316,3.784180,18.041992,9.948730,40.820312,489,static
15932191,16009,-0.299438,-0.867798,0.438599,2.075195,-0.610352,3.723145,0.000000,0.000000,0.000000,483,static
15947527,15336,-0.298096,-0.867676,0.438110,1.892090,-0.549316,3.906250,0.000000,0.000000,0.000000,489,static
15961898,14371,-0.299438,-0.867676,0.439453,1.953125,-0.549316,3.662109,18.408203,9.118652,40.600586,481,static
15977019,15121,-0.298462,-0.868408,0.438354,2.136230,-0.610352,3.784180,0.000000,0.000000,0.000000,479,static
15991646,14627,-0.298462,-0.867554,0.438965,2.197266,-0.671387,3.662109,0.000000,0.000000,0.000000,485,static
16006341,14695,-0.298462,-0.867798,0.439575,2.258301,-0.915527,3.784180,18.139648,9.545898,40.539551,494,static
16021825,15484,-0.298584,-0.867432,0.438110,2.136230,-0.671387,3.967285,0.000000,0.000000,0.000000,507,static
16035904,14079,-0.299927,-0.867310,0.438110,2.014160,-0.671387,3.845215,0.000000,0.000000,0.000000,526,static
16050038,14134,-0.298950,-0.868652,0.438965,1.892090,-0.671387,3.845215,0.000000,0.000000,0.000000,537,static
16065008,14970,-0.298828,-0.867798,0.439087,1.892090,-0.610352,3.662109,17.980957,9.887695,40.087891,569,static
16080790,15782,-0.299805,-0.867920,0.438599,1.953125,-0.610352,3.723145,0.000000,0.000000,0.000000,599,static
16096249,15459,-0.299561,-0.867187,0.439209,1.953125,-0.549316,3.723145,0.000000,0.000000,0.000000,616,static
16110971,14722,-0.298584,-0.867676,0.438843,2.014160,-0.488281,3.723145,17.712402,9.497070,41.394043,626,static
16125954,14983,-0.298584,-0.867798,0.438232,2.014160,-0.671387,3.845215,0.000000,0.000000,0.000000,615,static
16141157,15203,-0.297974,-0.867554,0.439453,2.014160,-0.549316,3.906250,0.000000,0.000000,0.000000,615,static
16155969,14812,-0.297852,-0.867554,0.438965,1.953125,-0.549316,3.967285,17.919922,9.863281,41.015625,602,static
16171904,15935,-0.297852,-0.868042,0.437866,1.892090,-0.488281,3.906250,0.000000,0.000000,0.000000,580,static
16186784,14880,-0.297974,-0.867676,0.439209,1.953125,-0.488281,3.784180,0.000000,0.000000,0.000000,559,static
16201227,14443,-0.299316,-0.867798,0.439697,1.892090,-0.610352,3.845215,17.407227,9.497070,39.770508,536,static
16217128,15901,-0.298340,-0.867554,0.440552,1.953125,-0.549316,3.906250,0.000000,0.000000,0.000000,514,static
16231809,14681,-0.300537,-0.866943,0.439209,1.953125,-0.427246,3.967285,0.000000,0.000000,0.000000,504,static
16246607,14798,-0.298950,-0.867432,0.439453,1.892090,-0.488281,3.906250,0.000000,0.000000,0.000000,494,static
16260830,14223,-0.298584,-0.867065,0.439331,2.075195,-0.610352,3.906250,18.066406,9.448242,41.015625,485,static
16275972,15142,-0.299438,-0.866699,0.439697,1.953125,-0.671387,3.845215,0.000000,0.000000,0.000000,487,static
16290183,14211,-0.298218,-0.867187,0.439575,1.953125,-0.427246,3.784180,0.000000,0.000000,0.000000,481,static
16304897,14714,-0.297974,-0.868164,0.440430,1.892090,-0.610352,3.784180,17.749023,9.606934,40.917969,491,static
16320558,15661,-0.298828,-0.866211,0.438965,2.136230,-0.793457,3.906250,0.000000,0.000000,0.000000,496,static
16335382,14824,-0.299316,-0.867432,0.439575,1.831055,-0.427246,3.784180,0.000000,0.000000,0.000000,501,static
16350496,15114,-0.299683,-0.867432,0.438477,1.953125,-0.549316,3.662109,18.127441,9.301758,41.235352,500,static
16366045,15549,-0.298950,-0.867310,0.439697,1.831055,-0.732422,3.601074,0.000000,0.000000,0.000000,513,static
16380589,14544,-0.298706,-0.866943,0.438721,2.075195,-0.671387,3.845215,0.000000,0.000000,0.000000,517,static
16394284,13695,-0.299316,-0.867432,0.440063,2.014160,-0.671387,3.662109,0.000000,0.000000,0.000000,517,static
16408594,14310,-0.299316,-0.867065,0.440308,1.953125,-0.671387,3.540039,17.138672,9.436035,40.344238,525,static
16424313,15719,-0.298462,-0.867065,0.439697,2.075195,-0.610352,3.601074,0.000000,0.000000,0.000000,521,static
16438535,14222,-0.299683,-0.866699,0.439819,1.831055,-0.549316,3.845215,0.000000,0.000000,0.000000,515,static
16453217,14682,-0.298706,-0.867310,0.439453,2.075195,-0.671387,3.784180,17.443848,9.008789,41.052246,518,static
16469215,15998,-0.298218,-0.867676,0.439941,2.075195,-0.488281,3.662109,0.000000,0.000000,0.000000,515,static
16483792,14577,-0.298340,-0.867554,0.439697,2.136230,-0.610352,3.906250,0.000000,0.000000,0.000000,504,static
16498127,14335,-0.298462,-0.867432,0.439453,2.075195,-0.488281,3.723145,17.187500,9.741211,41.918945,499,static
16513074,14947,-0.297852,-0.867554,0.438599,2.075195,-0.610352,3.845215,0.000000,0.000000,0.000000,500,static
16527627,14553,-0.299316,-0.867798,0.439331,2.014160,-0.488281,3.784180,0.000000,0.000000,0.000000,487,static
16541693,14066,-0.299805,-0.866577,0.441284,1.831055,-0.549316,3.906250,0.000000,0.000000,0.000000,489,static
16556202,14509,-0.298462,-0.867310,0.441284,2.014160,-0.610352,3.723145,17.736816,9.472656,41.955566,488,static
16571526,15324,-0.299927,-0.867310,0.439575,2.197266,-0.610352,3.723145,0.000000,0.000000,0.000000,479,static
16585881,14355,-0.300415,-0.866821,0.439697,2.075195,-0.610352,3.845215,0.000000,0.000000,0.000000,479,static
16600190,14309,-0.299194,-0.867676,0.439453,2.197266,-0.488281,3.967285,17.016602,9.252930,41.101074,484,static
16615906,15716,-0.298828,-0.866821,0.438965,2.014160,-0.671387,3.906250,0.000000,0.000000,0.000000,478,static
16630362,14456,-0.298828,-0.867187,0.439331,2.014160,-0.488281,3.784180,0.000000,0.000000,0.000000,484,static
16644642,14280,-0.298218,-0.867432,0.439819,1.892090,-0.488281,3.662109,0.000000,0.000000,0.000000,477,static
16659189,14547,-0.297729,-0.867676,0.441284,2.258301,-0.549316,3.784180,17.065430,9.301758,41.503906,487,static
16674682,15493,-0.298096,-0.867187,0.440063,2.136230,-0.549316,3.662109,0.000000,0.000000,0.000000,480,static
16688895,14213,-0.299438,-0.866943,0.439941,2.136230,-0.488281,3.845215,0.000000,0.000000,0.000000,488,static
16703257,14362,-0.298950,-0.867187,0.439941,2.014160,-0.488281,3.906250,17.199707,9.045410,42.614746,485,static
16718860,15603,-0.299561,-0.866577,0.440308,1.892090,-0.427246,3.845215,0.000000,0.000000,0.000000,478,static
16733642,14782,-0.298584,-0.867920,0.439941,1.953125,-0.488281,3.906250,0.000000,0.000000,0.000000,487,static
16747848,14206,-0.298340,-0.867432,0.440308,1.892090,-0.549316,3.845215,17.285156,8.972168,42.138672,488,static
16763159,15311,-0.299194,-0.867432,0.440063,2.014160,-0.671387,3.723145,0.000000,0.000000,0.000000,486,static
16777360,14201,-0.299072,-0.867310,0.440674,2.136230,-0.610352,3.784180,0.000000,0.000000,0.000000,499,static
16791730,14370,-0.298340,-0.866211,0.441406,2.197266,-0.427246,3.906250,0.000000,0.000000,0.000000,512,static
16806060,14330,-0.297607,-0.867676,0.440796,2.197266,-0.549316,3.906250,16.894531,8.666992,40.698242,530,static
16821503,15443,-0.297974,-0.867920,0.439697,2.014160,-0.488281,3.906250,0.000000,0.000000,0.000000,554,static
16835926,14423,-0.298828,-0.867432,0.440430,1.953125,-0.610352,3.845215,0.000000,0.000000,0.000000,575,static
16849647,13721,-0.298706,-0.866821,0.440674,1.831055,-0.610352,3.723145,16.821289,8.740234,42.614746,592,static
16865297,15650,-0.299194,-0.865723,0.441406,1.953125,-0.488281,3.723145,0.000000,0.000000,0.000000,614,static
16880411,15114,-0.298706,-0.865845,0.440186,2.014160,-0.610352,3.906250,0.000000,0.000000,0.000000,622,static
16895433,15022,-0.299683,-0.866699,0.440063,2.136230,-0.610352,3.906250,16.528320,9.277344,42.590332,618,static
16911599,16166,-0.298828,-0.867310,0.441650,2.014160,-0.610352,3.906250,0.000000,0.000000,0.000000,609,static
16926345,14746,-0.297729,-0.866455,0.441895,2.014160,-0.488281,3.845215,0.000000,0.000000,0.000000,592,static
16941191,14846,-0.298096,-0.866699,0.439941,2.014160,-0.549316,3.845215,0.000000,0.000000,0.000000,566,static
16956159,14968,-0.297119,-0.867554,0.440796,2.075195,-0.610352,4.150391,16.455078,8.972168,43.322754,545,static
16971850,15691,-0.297607,-0.867065,0.440308,2.075195,-0.671387,4.028320,0.000000,0.000000,0.000000,537,static
16987231,15381,-0.297974,-0.867554,0.440552,2.075195,-0.732422,3.845215,0.000000,0.000000,0.000000,518,static
17002140,14909,-0.297485,-0.867065,0.440918,2.075195,-0.671387,3.784180,16.235352,9.045410,42.382812,509,static
17018875,16735,-0.299438,-0.866577,0.442017,2.075195,-0.732422,3.723145,0.000000,0.000000,0.000000,500,static
17033375,14500,-0.299927,-0.866333,0.439453,2.258301,-0.610352,3.845215,0.000000,0.000000,0.000000,498,static
17048101,14726,-0.298828,-0.867554,0.440186,2.197266,-0.549316,3.906250,16.210937,8.483887,42.675781,489,static
17063751,15650,-0.298462,-0.867798,0.441772,2.136230,-0.671387,3.967285,0.000000,0.000000,0.000000,494,static
17079011,15260,-0.299316,-0.867310,0.440552,2.136230,-0.610352,4.028320,0.000000,0.000000,0.000000,496,static
17094118,15107,-0.297852,-0.867310,0.441528,1.708984,-0.549316,3.967285,16.540527,9.008789,42.089844,502,static
