t_us,dt_us,ax,ay,az,ppg
7312534,10023,0.912964,0.277710,0.346313,519
7322528,9994,0.918945,0.271118,0.349243,518
7332517,9989,0.922974,0.267212,0.348145,515
7342531,10014,0.924316,0.268188,0.343872,522
7352527,9996,0.926025,0.268311,0.336670,523
7362531,10004,0.926392,0.265381,0.322388,522
7372523,9992,0.929687,0.264526,0.317383,523
7382525,10002,0.931152,0.262939,0.313965,528
7392524,9999,0.930298,0.261841,0.309326,529
7402536,10012,0.932617,0.260864,0.303833,529
7412534,9998,0.938599,0.258545,0.297119,531
7422530,9996,0.943604,0.255249,0.295410,533
7432534,10004,0.947510,0.255371,0.288818,530
7442557,10023,0.955566,0.256470,0.278564,522
7452547,9990,0.965576,0.260376,0.269653,528
7462528,9981,0.975952,0.261719,0.266235,526
7472539,10011,0.995850,0.256226,0.289795,524
7482528,9989,1.031128,0.258179,0.293457,524
7492539,10011,1.092651,0.256226,0.283569,522
7502531,9992,1.189819,0.251953,0.279541,520
7512513,9982,1.286499,0.226929,0.289185,520
7522534,10021,1.342529,0.217407,0.312256,514
7532514,9980,1.334595,0.245239,0.316650,521
7542533,10019,1.265747,0.245361,0.325195,517
7552527,9994,1.180908,0.270142,0.324341,524
7562540,10013,1.109131,0.291992,0.312012,530
7572513,9973,1.045776,0.300781,0.297974,530
7582520,10007,0.955933,0.302368,0.272583,530
7592526,10006,0.926392,0.279419,0.266357,529
7602537,10011,0.909912,0.258179,0.260620,532
7612514,9977,0.911255,0.256714,0.255127,528
7622540,10026,0.921509,0.252075,0.250854,526
7632520,9980,0.936890,0.256104,0.240723,523
7642535,10015,0.973511,0.243164,0.237793,518
7652566,10031,0.983887,0.221802,0.231812,515
7662522,9956,1.032959,0.209961,0.203247,515
7672534,10012,1.031738,0.231323,0.218750,511
7682537,10003,1.053345,0.260132,0.218018,506
7692513,9976,1.041016,0.262329,0.242187,510
7702511,9998,1.024170,0.269043,0.235596,508
7712516,10005,1.004028,0.276367,0.234131,509
7722539,10023,0.971191,0.263306,0.235352,511
7732521,9982,0.938599,0.246338,0.227661,509
7742534,10013,0.904785,0.235718,0.213013,515
7752514,9980,0.855347,0.233643,0.197144,519
7762540,10026,0.833496,0.235107,0.196045,522
7772540,10000,0.812012,0.235962,0.195435,518
7782530,9990,0.795532,0.238037,0.193726,521
7792524,9994,0.782471,0.235962,0.191772,518
7802532,10008,0.765259,0.224365,0.185547,516
7812514,9982,0.763062,0.221313,0.181152,516
7824825,12311,0.762085,0.209473,0.177490,512
7832518,7693,0.762329,0.200439,0.174561,508
7842533,10015,0.762573,0.196655,0.173828,506
7852524,9991,0.766113,0.199829,0.170898,503
7862513,9989,0.769409,0.212646,0.172852,498
7872549,10036,0.770142,0.212524,0.170898,489
7882536,9987,0.770142,0.216553,0.167969,491
7892522,9986,0.771118,0.224487,0.164429,482
7902523,10001,0.771729,0.226685,0.162720,486
7912516,9993,0.775757,0.236328,0.158936,479
7922513,9997,0.777954,0.247559,0.157593,480
7932513,10000,0.778320,0.259644,0.151733,486
7942517,10004,0.781982,0.254639,0.150146,483
7952516,9999,0.786621,0.249756,0.151978,488
7962536,10020,0.791748,0.273438,0.146484,487
7972520,9984,0.807861,0.268311,0.150146,477
7982539,10019,0.813232,0.252441,0.154541,485
7992525,9986,0.822510,0.255737,0.162354,492
8002526,10001,0.837280,0.269409,0.180176,494
8012525,9999,0.840820,0.267944,0.195923,489
8022520,9995,0.862427,0.278809,0.202637,498
8032539,10019,0.877075,0.298828,0.200317,497
8042527,9988,0.886108,0.316040,0.201416,507
8052512,9985,0.901611,0.326538,0.204590,505
8062536,10024,0.930542,0.338135,0.208618,516
8072522,9986,1.045166,0.365112,0.212646,514
8082514,9992,1.114136,0.389160,0.225708,510
8092531,10017,1.173462,0.406006,0.245850,518
