t_us,dt_us,ax,ay,az,ppg
8155081,10029,0.009888,0.525024,0.807007,524
8165066,9985,0.015869,0.536865,0.822144,521
8175062,9996,0.025146,0.532959,0.824585,522
8185076,10014,0.024414,0.527954,0.821655,520
8195078,10002,0.023315,0.527588,0.821167,519
8205060,9982,0.022339,0.527588,0.821411,516
8215055,9995,0.022217,0.526978,0.823975,517
8225077,10022,0.020996,0.525757,0.818970,515
8235079,10002,0.016113,0.518311,0.815308,516
8245077,9998,0.013306,0.503784,0.815796,509
8255070,9993,0.014160,0.492310,0.822632,513
8265070,10000,0.015869,0.489502,0.828491,511
8275105,10035,0.014648,0.506470,0.829712,514
8285071,9966,0.015991,0.519043,0.830688,508
8295076,10005,0.018677,0.526733,0.829468,506
8305068,9992,0.022583,0.535278,0.833740,511
8315064,9996,0.028320,0.540649,0.840942,504
8325078,10014,0.029541,0.540161,0.846313,510
8335055,9977,0.019165,0.527344,0.842651,507
8345058,10003,0.014526,0.504395,0.835449,523
8355080,10022,0.012695,0.512451,0.837891,507
8365077,9997,0.009277,0.514893,0.845581,505
8375062,9985,0.008179,0.517822,0.849609,512
8385053,9991,0.013428,0.519531,0.848389,514
8395052,9999,0.014526,0.528687,0.838623,513
8405081,10029,0.012451,0.540649,0.830566,508
8415071,9990,0.015137,0.540283,0.828369,513
8425071,10000,0.023437,0.544189,0.835693,508
8435066,9995,0.029297,0.542114,0.843628,513
8445076,10010,0.036743,0.510376,0.844360,512
8455056,9980,0.035034,0.502441,0.832397,511
8465080,10024,0.023926,0.492920,0.810303,510
8475057,9977,0.017822,0.486694,0.791992,511
8485091,10034,0.021118,0.485718,0.779053,511
8495078,9987,0.026611,0.470947,0.777344,504
8506022,10944,0.025513,0.456177,0.786011,503
8515057,9035,0.030396,0.449951,0.802490,506
8525062,10005,0.029297,0.459595,0.814087,509
8535059,9997,0.021606,0.485352,0.818604,505
8545058,9999,0.022461,0.518555,0.816528,502
8555079,10021,0.021118,0.569946,0.819092,500
8565052,9973,0.027222,0.563721,0.828857,498
8575070,10018,0.029419,0.546265,0.840210,493
8585074,10004,0.026367,0.527710,0.840454,498
8595065,9991,0.019043,0.512573,0.833984,502
