t_us,dt_us,ax,ay,az,gx,gy,gz,mx,my,mz,ppg,condition
15833274,10016,-0.342896,-0.964844,-0.010864,2.380371,-0.549316,3.906250,73.608398,-40.112305,29.199219,490,static
15849523,16249,-0.343750,-0.964111,-0.011963,2.136230,-0.671387,3.967285,73.083496,-40.332031,28.967285,490,static
15865422,15899,-0.343506,-0.964966,-0.011475,1.953125,-0.793457,3.845215,0.000000,0.000000,0.000000,486,static
15880464,15042,-0.343384,-0.966309,-0.009399,1.892090,-0.854492,3.906250,0.000000,0.000000,0.000000,507,static
15895464,15000,-0.338989,-0.970337,-0.010376,2.502441,-0.915527,4.089355,72.558594,-39.465332,28.308105,525,static
15911334,15870,-0.369751,-0.946167,-0.012695,3.112793,0.000000,5.432129,0.000000,0.000000,0.000000,554,static
15925601,14267,-0.363892,-0.966675,-0.008911,2.136230,-0.915527,3.540039,0.000000,0.000000,0.000000,577,static
15940622,15021,-0.343140,-0.965576,-0.008911,1.892090,-0.793457,4.028320,73.278809,-39.819336,29.272461,610,static
15956555,15933,-0.343506,-0.966187,-0.008423,2.258301,-0.549316,4.089355,0.000000,0.000000,0.000000,636,static
15970450,13895,-0.343750,-0.964844,-0.009277,2.380371,-0.610352,4.089355,0.000000,0.000000,0.000000,644,static
15984831,14381,-0.343750,-0.965454,-0.011475,2.502441,-0.671387,4.089355,0.000000,0.000000,0.000000,656,static
15999624,14793,-0.341797,-0.964844,-0.011475,2.258301,-0.610352,4.028320,73.242187,-39.941406,28.210449,652,static
16015618,15994,-0.343018,-0.965332,-0.009766,1.953125,-0.610352,4.028320,0.000000,0.000000,0.000000,635,static
16030468,14850,-0.342896,-0.964966,-0.010132,2.319336,-0.671387,3.967285,0.000000,0.000000,0.000000,616,static
16044596,14128,-0.343018,-0.965332,-0.011230,2.136230,-0.671387,4.028320,73.181152,-40.100098,28.247070,591,static
16060526,15930,-0.343506,-0.965210,-0.010864,2.136230,-0.610352,4.150391,0.000000,0.000000,0.000000,572,static
16075448,14922,-0.343384,-0.965210,-0.009644,2.136230,-0.549316,3.967285,0.000000,0.000000,0.000000,546,static
16089664,14216,-0.343262,-0.965088,-0.010132,2.014160,-0.610352,4.089355,73.376465,-40.307617,28.881836,536,static
16105465,15801,-0.343506,-0.965332,-0.010376,2.075195,-0.549316,4.150391,0.000000,0.000000,0.000000,512,static
16120338,14873,-0.342529,-0.965332,-0.009644,1.953125,-0.610352,4.150391,0.000000,0.000000,0.000000,508,static
16135737,15399,-0.342896,-0.965332,-0.009644,2.075195,-0.610352,4.089355,0.000000,0.000000,0.000000,501,static
