,t_peak,As,Pw,Pi_over_As,Tc,Ab_over_Aa,start_idx,peak_idx,end_idx,label
0,143.935372,53.70989497102194,0.25001499999999055,0.014052848183881469,0.2599890000000187,0.4414035607400342,19,45,100,p1
1,144.690149,58.22164429907963,0.21000100000000543,0.01400212944540421,0.20477600000000962,0.3000718252987924,100,120,183,p1
2,145.50537599999998,75.71629330369646,0.23000700000000052,0.010697829551046686,0.19001299999999333,0.19358425878987667,183,202,264,p1
3,146.315376,78.2604669209116,0.22001299999999446,0.011244348962156014,0.18999099999999203,0.2430585472059874,264,283,346,p1
4,147.19536399999998,88.6458090028953,0.24003300000001104,0.01037839250776046,0.24997700000000123,0.4307831010703006,346,371,415,p1
5,148.115365,80.22899484489926,0.22999599999999987,0.010594698358657426,0.2600050000000067,0.3005876926245385,437,463,528,p1
6,148.965367,78.78633727848326,0.22999599999999987,0.010788863010543256,0.19997799999998733,0.21474544667879555,528,548,612,p1
7,149.815382,78.98944413482283,0.2499949999999842,0.010507454623725898,0.21001200000000608,0.36548313881039757,612,633,696,p1
8,150.64535999999998,82.00484853462956,0.2299989999999923,0.009755837786373841,0.19999899999999116,0.4448122342921218,696,716,774,p1
9,151.44538599999998,88.31291477210489,0.2400209999999845,0.0095113721720951,0.22000399999998876,0.40971141515829296,774,796,840,p1
10,152.285363,53.287487487687926,0.1900020000000211,0.014449958823408856,0.2599749999999972,0.597847853826638,854,880,938,p1
11,153.055365,75.27612142843665,0.24997100000001637,0.005579750816456377,0.18998300000001223,0.5000331701030175,938,957,1019,p1
12,153.47538699999998,13.365796005226418,0.12997799999999415,0.029178883161729858,0.15001699999999119,0.3980517517644287,984,999,1073,p1
13,153.865386,84.2285288838351,0.2899969999999996,0.006410998828493425,0.1900229999999965,0.3074349063108993,1019,1038,1105,p1
14,154.405375,10.416932949930304,0.13000099999999293,0.03167967016646755,0.14999599999998736,0.3950445274756308,1077,1092,1159,p1
15,154.73538,69.02522130653435,0.26998100000000136,0.012024720591825412,0.19999999999998863,0.3950445274756306,1105,1125,1180,p1
16,155.56538899999998,58.84653230475462,0.2599869999999953,0.013254799721426952,0.2600009999999884,0.71013721388438,1182,1208,1252,p1
17,156.34538799999999,57.78521313822952,0.22999999999998977,0.01055605693693365,0.21001599999999598,0.38998521937603037,1265,1286,1330,p1
18,156.95537199999998,37.47441462552186,0.21001300000000356,0.017078639023333383,0.1799999999999784,0.8391937025809414,1329,1347,1396,p1
19,157.595384,52.85535955131628,0.1800049999999942,0.012108403110542523,0.15001300000000128,0.330394271437069,1396,1411,1455,p1
20,158.235378,64.54320351144074,0.23998900000000845,0.01038044230143042,0.23999200000000087,0.9390593309936486,1451,1475,1519,p1
21,158.905365,73.86707123369332,0.20000900000002275,0.010424360775911802,0.25998599999999783,1.300869823041941,1516,1542,1589,p1
22,159.67538199999998,65.77366044661719,0.2400090000000148,0.013227042467951066,0.26001199999998903,0.547513675265181,1593,1619,1673,p1
23,160.54537299999998,60.80616398291515,0.2000189999999975,0.013156774701735641,0.25998599999999783,0.888862336435205,1680,1706,1759,p1
24,161.345386,64.51219321399324,0.2700089999999875,0.01305660152036644,0.26000199999998586,0.49673106412442475,1760,1786,1834,p1
25,162.187696,60.55979220633638,0.19745499999999083,0.013006732211303638,0.19231600000000526,0.44677492968324756,1851,1870,1914,p1
26,162.975381,41.04844852337454,0.21001200000000608,0.016321810545859784,0.1600050000000124,0.4228847325451898,1933,1949,1999,p1
27,163.645366,38.82630051697177,0.20001999999999498,0.016998966968575974,0.17000600000000077,0.3570792524471778,1999,2016,2062,p1
28,164.305373,50.46966199806279,0.2300209999999936,0.01307736120811218,0.2000060000000019,0.39413897452218116,2062,2082,2128,p1
29,164.965383,56.89792720807769,0.22001299999999446,0.012654204385459356,0.2000110000000177,0.6453291863300273,2128,2148,2199,p1
30,165.685381,71.86926271633723,0.20998099999999909,0.01140952291713965,0.20999600000001806,0.9678635555246076,2199,2220,2283,p1
31,166.505375,78.00064619752979,0.20998599999998646,0.005128098541479593,0.19000900000000343,0.3917988236352151,2283,2302,2363,p1
32,166.90537,12.126442171362479,0.22000399999998876,0.0338096693330395,0.1899840000000097,0.5988663056327125,2323,2342,2416,p1
33,167.315361,70.42221137312426,0.20999000000000478,0.01107606513330361,0.19999000000001388,0.35312813490994327,2363,2383,2438,p1
34,168.095362,66.9779589294198,0.2400000000000091,0.012093665034695687,0.22997399999999857,0.44033544869272934,2438,2461,2521,p1
35,168.905371,69.29220492707302,0.23000500000000557,0.012555726880327288,0.21000000000000796,0.7703269531179558,2521,2542,2589,p1
36,169.775385,54.487685563663106,0.28999600000000214,0.008258453177906444,0.18001000000001,0.6497750020524116,2611,2629,2694,p1
37,170.225369,20.75778056838634,0.1400030000000072,0.022161569657432934,0.1500029999999981,0.5673325752588311,2659,2674,2748,p1
38,170.685394,53.94229783810658,0.3200310000000002,0.0146450565078064,0.2600260000000105,0.34870587830008604,2694,2720,2780,p1
39,171.475382,46.48771280354214,0.24000300000000152,0.016348556514531144,0.18999800000000278,0.2657990677725457,2780,2799,2848,p1
40,172.235389,47.228534944844796,0.2500060000000133,0.014185957722009245,0.2600240000000156,0.58077336432716,2849,2875,2923,p1
41,172.905371,31.710308604862718,0.39351800000000026,0.023020778797720572,0.18999800000000278,0.7591301391810552,2923,2942,2992,p1
42,173.635367,40.46959662830215,0.269992000000002,0.019253935421116832,0.22999900000002071,0.6603734283231921,2992,3015,3073,p1
