,t_peak,As,Pw,Pi_over_As,Tc,Ab_over_Aa,start_idx,peak_idx,end_idx,label
0,24.424173999999997,59.463223839925575,0.22003400000000184,0.011940489501735848,0.2099979999999988,0.6076818914893459,52,73,124,p1
1,25.134193999999997,55.37238407650358,0.2600030000000011,0.018962394657764954,0.19998999999999967,0.25871476654669445,124,144,213,p1
2,26.184186999999998,57.27372647061536,0.2499929999999999,0.018158448281404924,0.19999699999999976,0.36656249914636674,229,249,318,p1
3,27.224189,54.4461690747821,0.23997699999999966,0.018733953505508057,0.2000080000000004,0.35455615827919823,333,353,423,p1
4,28.244180999999998,50.54054753614881,0.230007999999998,0.018796749269891087,0.21999999999999886,0.3947900547965367,433,455,529,p1
5,29.194179,43.73836783156883,0.22001500000000007,0.01760463497323838,0.1999929999999992,0.7165349300594098,530,550,607,p1
6,29.964177,44.21907646717597,0.21003599999999878,0.01741372867820038,0.1999650000000024,0.7798730817121814,607,627,687,p1
7,30.734195999999997,50.57249476390008,0.21000299999999683,0.01957591779131866,0.17002099999999842,0.15311688183821084,687,704,778,p1
8,31.724199,55.7226730601929,0.26999700000000004,0.015253701111607443,0.22000699999999895,0.3272221877550245,781,803,870,p1
9,32.574176,56.10786630830986,0.2400170000000017,0.017110328072800243,0.17995600000000422,0.2826627946940616,870,888,962,p1
10,33.5342,59.985267032821625,0.2799979999999991,0.012836235263880584,0.22000200000000092,0.2879728377938843,962,984,1042,p1
11,34.304185,44.25346063875136,0.2199900000000028,0.02124163820030964,0.19000799999999884,0.24598684624304035,1042,1061,1133,p1
12,35.244201,56.75642071553396,0.2999930000000006,0.01691440347888694,0.21999999999999886,0.47192431493949705,1133,1155,1229,p1
13,36.204201999999995,58.21789261688052,0.24000999999999806,0.014428244689785456,0.2000109999999964,0.4746980541629208,1231,1251,1315,p1
14,37.044184,54.29103683135399,0.21999499999999728,0.013998793251284503,0.20001000000000602,0.48919149955870833,1315,1335,1389,p1
15,37.804193,57.53637247133368,0.24000500000000358,0.017206611356898653,0.2200029999999984,0.2092416574744648,1389,1411,1485,p1
16,38.794199,63.335970503521764,0.24002800000000235,0.013420541174982658,0.1999980000000008,0.2366161778756608,1490,1510,1576,p1
17,39.644202,53.12777233250172,0.24000499999999647,0.01317523715504593,0.19002600000000314,0.27319885644682385,1576,1595,1644,p1
18,40.344173,47.36046798323265,0.21999699999999933,0.0156253523563575,0.2099720000000005,0.5183396409966236,1644,1665,1719,p1
19,41.084196999999996,58.577625929209034,0.21999300000000233,0.012461959466950692,0.1999980000000008,0.6337265168741095,1719,1739,1793,p1
20,41.814189,53.08953630463536,0.2200210000000027,0.013938641237207176,0.19000900000000343,0.3542551079499259,1793,1812,1868,p1
21,42.554185,60.42127983863359,0.22997800000000268,0.013074665119802376,0.17998099999999795,0.5133550519691595,1868,1886,1946,p1
22,43.344173,60.708635306442446,0.21000000000000085,0.011365813059658312,0.1899530000000027,0.31015074884749916,1946,1965,2013,p1
23,44.034175999999995,59.029907157208825,0.19998199999999855,0.013552723331740835,0.20997500000000002,0.3490691403405386,2013,2034,2094,p1
24,44.834191999999994,65.01767270673835,0.22998299999999716,0.011227731932095825,0.2000009999999932,0.39258590746280925,2094,2114,2160,p1
25,45.564192999999996,50.63938237806809,0.20002600000000115,0.015797862502100392,0.26001199999999614,0.6337191916355368,2161,2187,2235,p1
26,46.364187,52.1858610327147,0.19998099999999397,0.01398834829116594,0.2599930000000015,0.45375744869705076,2241,2267,2323,p1
27,47.094181,49.70242777861755,0.19997299999999996,0.01368138399654874,0.1699699999999993,0.34695379607925536,2323,2340,2388,p1
28,47.774179,43.36721855682623,0.20000399999999985,0.014757598510990158,0.20000100000000032,0.5451294185168629,2388,2408,2453,p1
29,48.414175,49.374298968286936,0.24998500000000234,0.013772833522897706,0.189975000000004,0.536795925034235,2453,2472,2524,p1
30,49.094198999999996,44.499656680042555,0.1899930000000012,0.01460678684947053,0.15997999999999735,0.3814952255493787,2524,2540,2587,p1
31,49.744195999999995,50.95442460409028,0.1900049999999993,0.01197132544895894,0.17996899999999982,0.5294105191454133,2587,2605,2649,p1
32,50.354188,43.87790874206568,0.20000299999999527,0.013218337350794395,0.1799920000000057,1.0005871202801908,2648,2666,2710,p1
33,50.934180999999995,46.61737490825247,0.20000299999999527,0.013299590575835898,0.1800049999999942,0.7071598480240883,2706,2724,2768,p1
34,51.554173,53.72799148085191,0.1999759999999995,0.012097976903373574,0.19997800000000154,0.7609007956436185,2766,2786,2830,p1
35,52.204173,56.35520991567043,0.22999800000000192,0.014195670661099693,0.2099929999999972,0.4946414373142115,2830,2851,2913,p1
36,53.004172999999994,52.277927107270976,0.25000699999999654,0.014920350579308206,0.179983,0.2135762207736737,2913,2931,2990,p1
37,53.784178,31.83734923563063,0.23001500000000163,0.025756447056285752,0.18998200000000054,0.5608238455081022,2990,3009,3059,p1
38,54.604195,32.10686242825674,0.20000399999999985,0.02460520711935836,0.26002100000000183,0.5926757189845313,3065,3091,3138,p1
39,55.394191,22.33840521123914,0.2400220000000033,0.03636432378759489,0.18001200000000495,0.6402468110460594,3152,3170,3235,p1
40,56.206512,20.01437451960215,0.42001499999999936,0.04235305975561664,0.16231599999999702,1.6602878050701941,3235,3251,3318,p1
41,57.054182,42.405022351000085,0.3600070000000031,0.015800416150097835,0.1799960000000027,0.1729625321892003,3318,3336,3385,p1
42,57.724199,14.548654546375086,0.17998499999999495,0.048801969813552504,0.18000599999999878,0.5384568500948401,3385,3403,3454,p1
43,58.434202,18.879785309011368,0.19002399999999398,0.035487532778256954,0.20001299999999844,0.49420205545814205,3454,3474,3524,p1
44,59.104198999999994,30.70772629995085,0.18000800000000083,0.021492115487595113,0.17001499999999936,0.5750790994985722,3524,3541,3590,p1
45,59.764173,33.41378858372865,0.19223600000000118,0.01915439784375918,0.16997600000000546,0.646275572437968,3590,3607,3654,p1
46,60.404194,37.12152845856252,0.18999099999999913,0.017510270373850074,0.16998900000000106,0.9487669695195674,3654,3671,3717,p1
47,61.054202,37.558328559335166,0.1700000000000017,0.016241191325549128,0.19001199999999585,0.8754357407579774,3717,3736,3780,p1
48,61.664193999999995,45.6962865275587,0.19001599999999996,0.013567688911134893,0.16999799999999965,0.5196756891169666,3780,3797,3841,p1
49,62.284186999999996,39.697996938648366,0.1800179999999969,0.01536596420576916,0.1799919999999986,0.6499579513046462,3841,3859,3903,p1
50,62.894185,38.87128106564959,0.17001199999999983,0.0174933262130354,0.17999500000000523,0.4531024141924801,3902,3920,3971,p1
51,63.574172999999995,49.286586467002785,0.22000100000000344,0.015687189059393248,0.16997899999999788,0.42157109515781793,3971,3988,4032,p1
52,64.347341,44.27483894181446,0.23998899999999423,0.020482558981000307,0.17315299999999922,0.2372181873712263,4048,4065,4126,p1
53,65.254203,48.294507647331315,0.22998199999999258,0.017394213978417252,0.2600050000000067,0.4282106680368523,4130,4156,4220,p1
54,66.094248,40.65669359913677,0.23998499999999012,0.01918336025280132,0.20004899999999282,0.3905673201373166,4220,4240,4301,p1
55,66.87418,42.25559767940345,0.19982400000000666,0.0177496246932885,0.1699869999999919,0.49834778808604985,4301,4318,4367,p1
56,67.624201,42.317669812442354,0.1999749999999949,0.018541143769908126,0.26000299999999754,0.2804111274253724,4367,4393,4437,p1
57,68.408819,38.85768067510928,0.1900009999999952,0.01789514937378702,0.20357299999999157,0.7622238665398959,4451,4471,4521,p1
58,69.10418299999999,35.50746558325002,0.19998600000000977,0.01887020064636996,0.1999840000000006,0.8074900717848782,4521,4541,4585,p1
59,69.774216,35.11946646349972,0.19001099999999838,0.018222970461841993,0.26001599999999314,0.8721804316959675,4582,4608,4654,p1
60,70.414197,27.827551564752767,0.179979000000003,0.021920433732036483,0.24002300000000787,0.7218376115040082,4648,4672,4717,p1
61,71.02418899999999,34.256754078049326,0.17786700000000621,0.018390533982426967,0.1600040000000007,0.4192994537436874,4717,4733,4778,p1
