,t_peak,As,Pw,Pi_over_As,Tc,Ab_over_Aa,start_idx,peak_idx,end_idx,label
0,23.339471,54.58692185822034,0.16000000000000014,0.012640280428197313,0.19001800000000202,1.0099054964188805,17,36,79,p1
1,24.029465,44.18523843885208,0.1599749999999993,0.030552873486656543,0.2500140000000002,0.8870070347249809,80,105,148,p1
2,25.379451,47.98438314239181,0.1700039999999987,0.014172131753408264,0.1599889999999995,0.5805513925169199,224,240,289,p1
3,26.059492,48.10844647402388,0.1699780000000004,0.02910060712012228,0.19003499999999818,0.8838310002621655,289,308,361,p1
4,27.459477,41.803493945378364,0.16000899999999874,0.09975192517277649,0.16001999999999938,0.5855856546614218,432,448,502,p1
5,31.629455999999998,42.70368834982013,0.16999900000000068,0.05198618868267737,0.13998699999999786,0.20999485892847958,851,865,926,p1
6,34.609480999999995,417.3069441542269,,0.0035944093934023895,0.22002599999999717,0.19328761197289882,1141,1163,1220,p1
7,36.109452999999995,45.64531375736951,0.17000699999999824,0.11501741510435744,0.14998399999999634,0.32727923050428837,1298,1313,1373,p1
8,41.359459,45.41197632776463,0.19000900000000343,0.016736003615313407,0.1599910000000051,0.4525452903755578,1822,1838,1898,p1
9,42.119474,46.887607347396916,0.17997600000000347,0.016208611251352128,0.15999899999999911,0.2929042820127876,1898,1914,1973,p1
10,42.879456999999995,46.17380172415276,0.15998400000000146,0.015809852616449165,0.16997899999999788,0.23630642868530244,1973,1990,2047,p1
11,43.609458,47.44482221299592,0.17001199999999983,0.015808237127181376,0.15998899999999594,0.209600227035071,2047,2063,2121,p1
12,44.359477,47.6278359350462,0.1699920000000006,0.016376956556744298,0.16999700000000217,0.3358565957964625,2121,2138,2199,p1
13,45.139475999999995,50.5877135278039,0.17999500000000523,0.01581393868612616,0.17000999999999777,0.1322161737356157,2199,2216,2279,p1
14,45.939467,42.69818955487544,0.17999100000000112,0.03583297127934782,0.1700000000000017,0.3420496650657495,2279,2296,2357,p1
15,47.46947,41.857415540507105,0.16999899999999712,0.018156782739357502,0.16999300000000517,0.344900231526464,2432,2449,2508,p1
16,48.229465999999995,43.24002609695684,0.18999800000000278,0.03469003456742993,0.16998799999999648,0.27793060582483947,2508,2525,2585,p1
17,49.729464,45.51322086989681,0.15001099999999923,0.015819403378595255,0.15000100000000316,0.3090608954858734,2660,2675,2723,p1
18,50.449456,45.4635334045642,0.17001899999999637,0.015616911991462637,0.24000600000000105,0.6379591561415365,2723,2747,2797,p1
19,51.159456,48.32294303053554,0.16001899999999836,0.0161413388979044,0.20999100000000226,0.4333114552296886,2797,2818,2879,p1
20,51.939453,52.24888715757707,0.16999399999999554,0.014545706929755816,0.16995100000000463,0.3108937774740212,2879,2896,2954,p1
21,52.69945,52.409226373818555,0.18001100000000037,0.01373851609379401,0.17999999999999972,0.3774669478318279,2954,2972,3028,p1
22,53.419475,53.55804037645731,0.1799919999999986,0.01400344364223003,0.16002499999999742,0.2860853234248747,3028,3044,3102,p1
23,54.169472,51.63996178497981,0.17000799999999572,0.015297881189171969,0.16999700000000217,0.28544273435618284,3102,3119,3181,p1
24,54.959454,52.44436845409186,0.19000899999999632,0.014872941041949722,0.1699920000000006,0.5162187021198498,3181,3198,3246,p1
25,55.739456,48.63455283545187,0.17999300000000318,0.01542119658296291,0.16998999999999853,0.12875259796794863,3259,3276,3334,p1
26,56.489459,46.95620383197079,0.17001599999999684,0.0839082949315717,0.16998799999999648,0.39479545891500206,3334,3351,3400,p1
27,60.429474,44.863274864596924,0.1700000000000017,0.017163348024056876,0.18000800000000083,0.6074929188253576,3727,3745,3795,p1
28,61.199478,48.56862726842387,0.18002800000000008,0.016471064656177568,0.2500100000000032,0.38067972262953065,3797,3822,3886,p1
29,61.999455,48.34333955004457,0.18000800000000083,0.0161350044754879,0.15998900000000305,0.4043269743062238,3886,3902,3963,p1
30,62.779475,45.81913462441766,0.17999499999999813,0.016586563806357788,0.17000300000000124,0.29911786643370986,3963,3980,4040,p1
31,63.539457,45.663338344051276,0.17000099999999918,0.01751996303844975,0.1599780000000024,0.15892681330019362,4040,4056,4118,p1
32,64.339477,50.79548079997032,0.18999799999998856,0.015946359543081004,0.18000600000000588,0.37137645412592724,4118,4136,4200,p1
33,65.14948,53.78442056993707,0.16998499999999694,0.014502080560406165,0.17000299999999413,0.18613285803791038,4200,4217,4279,p1
34,65.92946599999999,47.72070371704293,0.16999799999999254,0.015716406959274395,0.1599909999999909,0.24320686607620923,4279,4295,4353,p1
35,66.679464,50.94373068076232,0.17002899999999954,0.014918675759390378,0.16999199999999348,0.3494021914611506,4353,4370,4430,p1
36,67.439477,54.01336244175704,0.15999300000000005,0.014625825245592783,0.16001199999999471,0.3253947720337986,4430,4446,4510,p1
37,68.229467,53.45168062024033,0.17002699999999038,0.014592731060071449,0.15001499999999623,0.26329791838192257,4510,4525,4588,p1
38,69.009473,54.30747877126133,0.17001100000000235,0.014178599659232832,0.15001499999999623,0.2771510810948415,4588,4603,4664,p1
39,69.779477,61.48413145295308,0.18001200000000495,0.0131739683209121,0.16002000000000294,0.33393228627629273,4664,4680,4745,p1
40,70.589467,67.01157139324926,0.17998799999999449,0.012833693974331059,0.16000100000000828,0.25740160420931524,4745,4761,4830,p1
41,71.449473,76.4778848267029,0.1700089999999932,0.011114088758155857,0.17000699999999824,0.3210037679174091,4830,4847,4916,p1
42,72.299455,74.49162805886264,0.17000499999998908,0.010605487094143403,0.15999899999999911,0.2711927464102359,4916,4932,4993,p1
